session_code;id_in_session;participant_code;identifier;channel;opening;nickname;body;timestamp
0hvu14mu;24;8;0hvu14mu24;8-bestpricechatlab-106;#N/A;Seller;Hello;1638968549
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;for sure thats why its listed on craigslist;1638968551
0hvu14mu;18;8;0hvu14mu18;8-bestpricechatlab-113;#N/A;Seller;Hello;1638968551
0hvu14mu;1;8;0hvu14mu1;8-bestpricechatlab-106;#N/A;Buyer;Hey, I am interested in buying the phone you are offering;1638968551
0hvu14mu;5;8;0hvu14mu5;8-bestpricechatlab-101;#N/A;Buyer;Hi I would like to buy the smartphone, but the smartphone is an older version, could you lower the price?;1638968552
0hvu14mu;16;8;0hvu14mu16;8-bestpricechatlab-113;#N/A;Buyer;Hi;1638968554
0hvu14mu;11;8;0hvu14mu11;8-bestpricechatlab-103;#N/A;Seller;yes i'll sell it for 600 ;1638968559
0hvu14mu;24;8;0hvu14mu24;8-bestpricechatlab-106;#N/A;Seller;Great;1638968562
0hvu14mu;15;8;0hvu14mu15;8-bestpricechatlab-108;#N/A;Buyer;how much do you want to sell it?;1638968566
0hvu14mu;16;8;0hvu14mu16;8-bestpricechatlab-113;#N/A;Buyer;How are you?;1638968567
0hvu14mu;27;8;0hvu14mu27;8-bestpricechatlab-114;#N/A;Seller;Hi;1638968568
0hvu14mu;37;8;0hvu14mu37;8-bestpricechatlab-115;#N/A;Seller;I am afraid that's not enough. How does 500 EUR sound to you?;1638968569
0hvu14mu;21;8;0hvu14mu21;8-bestpricechatlab-110;#N/A;Buyer;What is the lowest price you would accept?;1638968570
0hvu14mu;5;8;0hvu14mu5;8-bestpricechatlab-101;#N/A;Buyer;to 450;1638968571
0hvu14mu;30;8;0hvu14mu30;8-bestpricechatlab-105;#N/A;Seller;what is the last price you are willing to pay;1638968574
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;well yeah 50 down is all I can do ;1638968574
0hvu14mu;18;8;0hvu14mu18;8-bestpricechatlab-113;#N/A;Seller;Fine thanks;1638968575
0hvu14mu;3;8;0hvu14mu3;8-bestpricechatlab-109;#N/A;Buyer;But actually the market situation says that I can buy something between 400 and 500 :)));1638968575
0hvu14mu;31;8;0hvu14mu31;8-bestpricechatlab-112;#N/A;Seller;Good afternoon, ;1638968576
0hvu14mu;18;8;0hvu14mu18;8-bestpricechatlab-113;#N/A;Seller;and you?;1638968577
0hvu14mu;19;8;0hvu14mu19;8-bestpricechatlab-114;#N/A;Buyer;Hi, I would like to buy the phone for 450 Euros.;1638968578
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;I have wife and kids;1638968578
0hvu14mu;9;8;0hvu14mu9;8-bestpricechatlab-103;#N/A;Buyer;it is listed at 600 but I honestly cannot afford more than 400;1638968579
0hvu14mu;16;8;0hvu14mu16;8-bestpricechatlab-113;#N/A;Buyer;me too;1638968581
0hvu14mu;31;8;0hvu14mu31;8-bestpricechatlab-112;#N/A;Seller;thank you for your interest in my smartphone;1638968582
0hvu14mu;2;8;0hvu14mu2;8-bestpricechatlab-100;#N/A;Buyer;hmm 450 ? ;1638968586
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;so 550;1638968587
0hvu14mu;31;8;0hvu14mu31;8-bestpricechatlab-112;#N/A;Seller;I can offer it to you for 700 ���;1638968589
0hvu14mu;24;8;0hvu14mu24;8-bestpricechatlab-106;#N/A;Seller;I sell it for 650���;1638968589
0hvu14mu;18;8;0hvu14mu18;8-bestpricechatlab-113;#N/A;Seller;So you want to buy my phone?;1638968590
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;Well ideally 700 bucks to sponsor some wedding and christmas gifts;1638968592
0hvu14mu;8;8;0hvu14mu8;8-bestpricechatlab-105;#N/A;Buyer;the highest would be 500;1638968594
0hvu14mu;3;8;0hvu14mu3;8-bestpricechatlab-109;#N/A;Buyer;We all need a bonus from this exp right, so I think 450 works well.;1638968595
0hvu14mu;1;8;0hvu14mu1;8-bestpricechatlab-106;#N/A;Buyer;how old is the phone and how about the condition of the phone?;1638968598
0hvu14mu;26;8;0hvu14mu26;8-bestpricechatlab-109;#N/A;Seller;Nah, it's up to 600 actually;1638968599
0hvu14mu;16;8;0hvu14mu16;8-bestpricechatlab-113;#N/A;Buyer;Yes, indeed;1638968600
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;if id not bring dinner tonight;1638968602
0hvu14mu;20;8;0hvu14mu20;8-bestpricechatlab-107;#N/A;Seller;We can discuss the price if you are interested;1638968608
0hvu14mu;17;8;0hvu14mu17;8-bestpricechatlab-112;#N/A;Buyer;Good afternoon ;1638968610
0hvu14mu;12;8;0hvu14mu12;8-bestpricechatlab-107;#N/A;Buyer;Yes, I am interested. I've seen the same phone selling for 400��� in the exact same condition. .;1638968611
0hvu14mu;11;8;0hvu14mu11;8-bestpricechatlab-103;#N/A;Seller;that's below the market price. the smartphone is still on very good condition;1638968611
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;I might be able to go to 530;1638968612
0hvu14mu;30;8;0hvu14mu30;8-bestpricechatlab-105;#N/A;Seller;I understand why you would put 500;1638968612
0hvu14mu;16;8;0hvu14mu16;8-bestpricechatlab-113;#N/A;Buyer;My budget is currently around 450;1638968616
0hvu14mu;5;8;0hvu14mu5;8-bestpricechatlab-101;#N/A;Buyer;I also have wife and kids and I saw other sellers that are willing to lower it down as well;1638968616
0hvu14mu;30;8;0hvu14mu30;8-bestpricechatlab-105;#N/A;Seller;but that is pretty low;1638968617
0hvu14mu;11;8;0hvu14mu11;8-bestpricechatlab-103;#N/A;Seller;i can give you 550 eur ;1638968620
0hvu14mu;21;8;0hvu14mu21;8-bestpricechatlab-110;#N/A;Buyer;Hi, is the phone still available?;1638968620
0hvu14mu;18;8;0hvu14mu18;8-bestpricechatlab-113;#N/A;Seller;It costs 600 EUR;1638968620
0hvu14mu;6;8;0hvu14mu6;8-bestpricechatlab-100;#N/A;Seller;you can have it next year then ahah;1638968623
0hvu14mu;9;8;0hvu14mu9;8-bestpricechatlab-103;#N/A;Buyer;the phone is needed for my job and the job limited me with 400 euro since it is the market price;1638968624
0hvu14mu;5;8;0hvu14mu5;8-bestpricechatlab-101;#N/A;Buyer;maybe 500?;1638968625
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;And since its my brothers phone and I am in charge to sell it I get an additional bonus;1638968626
0hvu14mu;15;8;0hvu14mu15;8-bestpricechatlab-108;#N/A;Buyer;700 seems a little too expensive, the market price is already up to 600;1638968630
0hvu14mu;20;8;0hvu14mu20;8-bestpricechatlab-107;#N/A;Seller;ah but on those sites they are out of stock :/;1638968632
0hvu14mu;2;8;0hvu14mu2;8-bestpricechatlab-100;#N/A;Buyer;i am a poor student ;1638968632
0hvu14mu;12;8;0hvu14mu12;8-bestpricechatlab-107;#N/A;Buyer;So 400��� would be a reasonable price;1638968635
0hvu14mu;2;8;0hvu14mu2;8-bestpricechatlab-100;#N/A;Buyer;i dont have much ;1638968636
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;aight this is really hurting me yk;1638968636
0hvu14mu;15;8;0hvu14mu15;8-bestpricechatlab-108;#N/A;Buyer;could we make it cheaper?;1638968636
0hvu14mu;17;8;0hvu14mu17;8-bestpricechatlab-112;#N/A;Buyer;Did you check the market prices of this particular smartphone?;1638968637
0hvu14mu;10;8;0hvu14mu10;8-bestpricechatlab-115;#N/A;Buyer;I am on a low budget at the moment caused by all the Christmas presents I had to buy for my Family. What do you think about 450 EUR?;1638968637
0hvu14mu;26;8;0hvu14mu26;8-bestpricechatlab-109;#N/A;Seller;I need bonus too;1638968640
0hvu14mu;29;8;0hvu14mu29;8-bestpricechatlab-111;#N/A;Seller;Hi!;1638968641
0hvu14mu;23;8;0hvu14mu23;8-bestpricechatlab-110;#N/A;Seller;Hi :) Thanks for the interest in my phone. Yes, its still available;1638968642
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;but I can do 515 that's the middle;1638968645
0hvu14mu;2;8;0hvu14mu2;8-bestpricechatlab-100;#N/A;Buyer;what about 490;1638968646
0hvu14mu;16;8;0hvu14mu16;8-bestpricechatlab-113;#N/A;Buyer;Can we make it a bit less;1638968647
0hvu14mu;24;8;0hvu14mu24;8-bestpricechatlab-106;#N/A;Seller;It's used only for almost a year and is pretty good functioning.;1638968647
0hvu14mu;12;8;0hvu14mu12;8-bestpricechatlab-107;#N/A;Buyer;They have them in stock;1638968647
0hvu14mu;3;8;0hvu14mu3;8-bestpricechatlab-109;#N/A;Buyer;Okie, then let's settle at 500.;1638968648
0hvu14mu;2;8;0hvu14mu2;8-bestpricechatlab-100;#N/A;Buyer;please;1638968649
0hvu14mu;3;8;0hvu14mu3;8-bestpricechatlab-109;#N/A;Buyer;Good for both of us.;1638968654
0hvu14mu;22;8;0hvu14mu22;8-bestpricechatlab-102;#N/A;Seller;what about 600 for the phone?;1638968657
0hvu14mu;5;8;0hvu14mu5;8-bestpricechatlab-101;#N/A;Buyer;hmm I will have to think about it ;1638968657
0hvu14mu;30;8;0hvu14mu30;8-bestpricechatlab-105;#N/A;Seller;it would only be fair if you increased your budget;1638968658
0hvu14mu;11;8;0hvu14mu11;8-bestpricechatlab-103;#N/A;Seller;sorry 400 euro is too low for me;1638968659
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;Well. I agree 700 is my ideal price to finance everything;1638968660
0hvu14mu;25;8;0hvu14mu25;8-bestpricechatlab-104;#N/A;Buyer;What is the lowest price you would accept?;1638968660
0hvu14mu;12;8;0hvu14mu12;8-bestpricechatlab-107;#N/A;Buyer;You can search yourself on Craigslist or ebay-kleinanzeigen;1638968663
0hvu14mu;6;8;0hvu14mu6;8-bestpricechatlab-100;#N/A;Seller;me too :/ that is why I threated my phone so well. you cannot find any lke this :);1638968663
0hvu14mu;31;8;0hvu14mu31;8-bestpricechatlab-112;#N/A;Seller;sure, this is why I offered it to you for 700;1638968665
0hvu14mu;18;8;0hvu14mu18;8-bestpricechatlab-113;#N/A;Seller;Sure. But 450 is too less;1638968666
0hvu14mu;21;8;0hvu14mu21;8-bestpricechatlab-110;#N/A;Buyer;What is the lowest price for the phone you would accept?;1638968667
0hvu14mu;26;8;0hvu14mu26;8-bestpricechatlab-109;#N/A;Seller;Agreed;1638968668
0hvu14mu;13;8;0hvu14mu13;8-bestpricechatlab-102;#N/A;Buyer;no man its too much for second hand;1638968670
0hvu14mu;4;8;0hvu14mu4;8-bestpricechatlab-111;#N/A;Buyer;Hi I saw your phone for 600���, would you be willing to lower the price despite the fact that the phone could be cheaper. I saw on a lot of websites that the price could be 490. I really would like to buy it here from you;1638968671
0hvu14mu;16;8;0hvu14mu16;8-bestpricechatlab-113;#N/A;Buyer;I am a student and additionally I work part-time, so money is a bit tight;1638968675
0hvu14mu;8;8;0hvu14mu8;8-bestpricechatlab-105;#N/A;Buyer;the average market price for the smaprthone is between 400 and 600;1638968675
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;600 is my limit to cover all the costs;1638968676
0hvu14mu;37;8;0hvu14mu37;8-bestpricechatlab-115;#N/A;Seller;I am sorry, but the phone is in very good condition, and I still insist on 500 EUR at the lowest;1638968678
0hvu14mu;6;8;0hvu14mu6;8-bestpricechatlab-100;#N/A;Seller;treated*;1638968679
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;aight then get back to me ;1638968679
0hvu14mu;14;8;0hvu14mu14;8-bestpricechatlab-117;#N/A;Buyer;450?;1638968679
0hvu14mu;20;8;0hvu14mu20;8-bestpricechatlab-107;#N/A;Seller;are you sure they are the same kind?;1638968679
0hvu14mu;5;8;0hvu14mu5;8-bestpricechatlab-101;#N/A;Buyer;but 15 euro is not much different, considering I'll have to drive an hour to get the phone;1638968680
0hvu14mu;19;8;0hvu14mu19;8-bestpricechatlab-114;#N/A;Buyer;Is this price okay for you?;1638968680
0hvu14mu;2;8;0hvu14mu2;8-bestpricechatlab-100;#N/A;Buyer;495 haha;1638968681
0hvu14mu;1;8;0hvu14mu1;8-bestpricechatlab-106;#N/A;Buyer;i see. Good to know;1638968681
0hvu14mu;3;8;0hvu14mu3;8-bestpricechatlab-109;#N/A;Buyer;Ok I put in 500 already :))).;1638968682
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;and u get it instantly without waiting time ;1638968685
0hvu14mu;32;8;0hvu14mu32;8-bestpricechatlab-116;#N/A;Buyer;hiii. at what price would you like to sell the smartphone?;1638968686
0hvu14mu;23;8;0hvu14mu23;8-bestpricechatlab-110;#N/A;Seller; It is in really really good shape, no scratches, no malfunctions whatsoever. I would like to have 550 for it. ;1638968688
0hvu14mu;8;8;0hvu14mu8;8-bestpricechatlab-105;#N/A;Buyer;so the only fair would be in the middle - 500;1638968689
0hvu14mu;2;8;0hvu14mu2;8-bestpricechatlab-100;#N/A;Buyer;and we can end this;1638968689
0hvu14mu;16;8;0hvu14mu16;8-bestpricechatlab-113;#N/A;Buyer;Can we do 500;1638968691
0hvu14mu;27;8;0hvu14mu27;8-bestpricechatlab-114;#N/A;Seller;That's agreeable.;1638968692
0hvu14mu;13;8;0hvu14mu13;8-bestpricechatlab-102;#N/A;Buyer;average price for it is around 400;1638968694
0hvu14mu;12;8;0hvu14mu12;8-bestpricechatlab-107;#N/A;Buyer;Yes, the same model;1638968695
0hvu14mu;26;8;0hvu14mu26;8-bestpricechatlab-109;#N/A;Seller;Ok, Im putting it too;1638968695
0hvu14mu;23;8;0hvu14mu23;8-bestpricechatlab-110;#N/A;Seller;thats a really good price ;1638968695
0hvu14mu;26;8;0hvu14mu26;8-bestpricechatlab-109;#N/A;Seller;Bye;1638968696
0hvu14mu;12;8;0hvu14mu12;8-bestpricechatlab-107;#N/A;Buyer;in the same condition;1638968697
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;and in a super good condition;1638968698
0hvu14mu;27;8;0hvu14mu27;8-bestpricechatlab-114;#N/A;Seller;But let me just tell you;1638968698
0hvu14mu;1;8;0hvu14mu1;8-bestpricechatlab-106;#N/A;Buyer;what price would you like to have for it?;1638968699
0hvu14mu;31;8;0hvu14mu31;8-bestpricechatlab-112;#N/A;Seller;would that price be acceptable for you? ;1638968699
0hvu14mu;15;8;0hvu14mu15;8-bestpricechatlab-108;#N/A;Buyer;I have however only 450 that I can spend.. ;1638968700
0hvu14mu;20;8;0hvu14mu20;8-bestpricechatlab-107;#N/A;Seller;hmm I see, tell you what, if you buy from me then I will match them at 400, how about that?;1638968701
0hvu14mu;28;8;0hvu14mu28;8-bestpricechatlab-104;#N/A;Seller;Hey, I think to be fair with the well maintained Phone, I would accept 600 euros ;1638968701
0hvu14mu;23;8;0hvu14mu23;8-bestpricechatlab-110;#N/A;Seller;given the shape its in;1638968708
0hvu14mu;9;8;0hvu14mu9;8-bestpricechatlab-103;#N/A;Buyer;the more money i pay above the 400, the less purchasing i have as I need to feed my 3 children family;1638968708
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;my friend its the 15 dollars that will get me to work tomorrow;1638968709
0hvu14mu;6;8;0hvu14mu6;8-bestpricechatlab-100;#N/A;Seller;haha okay I'll give it to you for 520. so 5��� for a D��ner from me;1638968710
0hvu14mu;20;8;0hvu14mu20;8-bestpricechatlab-107;#N/A;Seller;do we have a deal at 400?;1638968712
0hvu14mu;19;8;0hvu14mu19;8-bestpricechatlab-114;#N/A;Buyer;Great. ;1638968712
0hvu14mu;18;8;0hvu14mu18;8-bestpricechatlab-113;#N/A;Seller;I am also a student but I recently lost my part-time job ;1638968713
0hvu14mu;13;8;0hvu14mu13;8-bestpricechatlab-102;#N/A;Buyer;and you got some defect on the phone;1638968714
0hvu14mu;35;8;0hvu14mu35;8-bestpricechatlab-116;#N/A;Seller;it is 620;1638968715
0hvu14mu;34;8;0hvu14mu34;8-bestpricechatlab-117;#N/A;Seller;580? It is in good condition;1638968716
0hvu14mu;14;8;0hvu14mu14;8-bestpricechatlab-117;#N/A;Buyer;What is the lowest price you would accept?;1638968717
0hvu14mu;22;8;0hvu14mu22;8-bestpricechatlab-102;#N/A;Seller;market price is between 400 and600;1638968717
0hvu14mu;9;8;0hvu14mu9;8-bestpricechatlab-103;#N/A;Buyer;plus i have to take care of my parents;1638968718
0hvu14mu;18;8;0hvu14mu18;8-bestpricechatlab-113;#N/A;Seller;So the money is really important for me;1638968719
0hvu14mu;15;8;0hvu14mu15;8-bestpricechatlab-108;#N/A;Buyer;the problem is not about condition or something like that..;1638968722
0hvu14mu;12;8;0hvu14mu12;8-bestpricechatlab-107;#N/A;Buyer;Alright, we have a deal!;1638968723
0hvu14mu;13;8;0hvu14mu13;8-bestpricechatlab-102;#N/A;Buyer;so 400 seems like a fair price;1638968723
0hvu14mu;19;8;0hvu14mu19;8-bestpricechatlab-114;#N/A;Buyer;What would you like to tell me?;1638968723
0hvu14mu;24;8;0hvu14mu24;8-bestpricechatlab-106;#N/A;Seller;It was 1000��� when I got it and I sell it for 650��� only;1638968725
0hvu14mu;12;8;0hvu14mu12;8-bestpricechatlab-107;#N/A;Buyer;400 it is;1638968725
0hvu14mu;30;8;0hvu14mu30;8-bestpricechatlab-105;#N/A;Seller;it always depends on the condition of the phone too. let us assume is it in top notch condition;1638968726
0hvu14mu;11;8;0hvu14mu11;8-bestpricechatlab-103;#N/A;Seller;sorry but i need the money too ;1638968726
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;Then we cannot seal a deal and go home both as loosers;1638968726
0hvu14mu;10;8;0hvu14mu10;8-bestpricechatlab-115;#N/A;Buyer;Is this your last price ?;1638968728
0hvu14mu;20;8;0hvu14mu20;8-bestpricechatlab-107;#N/A;Seller;ok!;1638968728
0hvu14mu;5;8;0hvu14mu5;8-bestpricechatlab-101;#N/A;Buyer;Media Market has it on sale for 550 for a brand new one;1638968732
0hvu14mu;15;8;0hvu14mu15;8-bestpricechatlab-108;#N/A;Buyer;my budget is only this few..;1638968732
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;I really can't go any lower I am sorry;1638968733
0hvu14mu;21;8;0hvu14mu21;8-bestpricechatlab-110;#N/A;Buyer;For how long have you been using the phone? Why do you sell it now if it's still in such a good condition?;1638968733
0hvu14mu;20;8;0hvu14mu20;8-bestpricechatlab-107;#N/A;Seller;great working with ya;1638968735
0hvu14mu;27;8;0hvu14mu27;8-bestpricechatlab-114;#N/A;Seller;I bought the phone for 600 and there is no scratch;1638968736
0hvu14mu;30;8;0hvu14mu30;8-bestpricechatlab-105;#N/A;Seller;*it is in a top notch condition;1638968737
0hvu14mu;14;8;0hvu14mu14;8-bestpricechatlab-117;#N/A;Buyer;No, I am student I dont have enough earnings;1638968737
0hvu14mu;9;8;0hvu14mu9;8-bestpricechatlab-103;#N/A;Buyer;are you willing to accept 450 euros?;1638968737
0hvu14mu;12;8;0hvu14mu12;8-bestpricechatlab-107;#N/A;Buyer;I send you the money right now;1638968739
0hvu14mu;34;8;0hvu14mu34;8-bestpricechatlab-117;#N/A;Seller;550;1638968741
0hvu14mu;8;8;0hvu14mu8;8-bestpricechatlab-105;#N/A;Buyer;I cannot assume that;1638968742
0hvu14mu;25;8;0hvu14mu25;8-bestpricechatlab-104;#N/A;Buyer;The price of a new phone is around 600. I dont think it would be fair for you to sell a used phone for the price of a new one.;1638968742
0hvu14mu;17;8;0hvu14mu17;8-bestpricechatlab-112;#N/A;Buyer;A similar smartphone is available for 400 Euros, so this is the price I am willing to pay;1638968742
0hvu14mu;27;8;0hvu14mu27;8-bestpricechatlab-114;#N/A;Seller;no functional problems;1638968744
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;shift your budgets from next month;1638968744
0hvu14mu;18;8;0hvu14mu18;8-bestpricechatlab-113;#N/A;Seller;500 is definitely in the right direction but i would prefer 550;1638968745
0hvu14mu;22;8;0hvu14mu22;8-bestpricechatlab-102;#N/A;Seller;no in my information it is statet that its fine;1638968746
0hvu14mu;14;8;0hvu14mu14;8-bestpricechatlab-117;#N/A;Buyer;A bit less;1638968752
0hvu14mu;5;8;0hvu14mu5;8-bestpricechatlab-101;#N/A;Buyer;so the second hand one is supposed to be lower ;1638968753
0hvu14mu;1;8;0hvu14mu1;8-bestpricechatlab-106;#N/A;Buyer;Ohh :/ That seems quite expensive to me;1638968754
0hvu14mu;32;8;0hvu14mu32;8-bestpricechatlab-116;#N/A;Buyer;the market price lies withing 350 to 500 euros;1638968757
0hvu14mu;27;8;0hvu14mu27;8-bestpricechatlab-114;#N/A;Seller;I am confident to say that this is a one chance;1638968757
0hvu14mu;20;8;0hvu14mu20;8-bestpricechatlab-107;#N/A;Seller;I'll finalize the payment and we are done;1638968758
0hvu14mu;13;8;0hvu14mu13;8-bestpricechatlab-102;#N/A;Buyer;my budget is just 400;1638968759
0hvu14mu;30;8;0hvu14mu30;8-bestpricechatlab-105;#N/A;Seller;hmm I understand;1638968761
0hvu14mu;11;8;0hvu14mu11;8-bestpricechatlab-103;#N/A;Seller;hmm.. that's a still too low ;1638968762
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;600 is within the market range and fair for this phone :);1638968762
0hvu14mu;5;8;0hvu14mu5;8-bestpricechatlab-101;#N/A;Buyer;I think 500 is a ideal price ;1638968762
0hvu14mu;2;8;0hvu14mu2;8-bestpricechatlab-100;#N/A;Buyer;lets do 498 and i will buy you some coffee and d��ner;1638968762
0hvu14mu;9;8;0hvu14mu9;8-bestpricechatlab-103;#N/A;Buyer;this same phone can be bought for a price of 400 elsewhere;1638968765
0hvu14mu;12;8;0hvu14mu12;8-bestpricechatlab-107;#N/A;Buyer;Great, thanks;1638968766
0hvu14mu;11;8;0hvu14mu11;8-bestpricechatlab-103;#N/A;Seller;my last offer is 500 eur;1638968766
0hvu14mu;24;8;0hvu14mu24;8-bestpricechatlab-106;#N/A;Seller;What is your budget tho?;1638968768
0hvu14mu;29;8;0hvu14mu29;8-bestpricechatlab-111;#N/A;Seller;I'm happy that you like the offered phone. It's actually in a really good condition and I'm just selling it because I got another one as present already. If you want, we can agree on a price of 550���;1638968769
0hvu14mu;14;8;0hvu14mu14;8-bestpricechatlab-117;#N/A;Buyer;it would be great if we can sign a deal for 500?;1638968769
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;well I don't wanna say but maybe all have to buy it there then ;1638968769
0hvu14mu;23;8;0hvu14mu23;8-bestpricechatlab-110;#N/A;Seller;i have used it for about half a year. I want to sell it bc I got a new working phone and dont need it anymore...;1638968770
0hvu14mu;8;8;0hvu14mu8;8-bestpricechatlab-105;#N/A;Buyer;There is no available information about the phone, why would I assume that;1638968770
0hvu14mu;28;8;0hvu14mu28;8-bestpricechatlab-104;#N/A;Seller;I purchased them recently and I have not used them much, It was only around 4 days old ;1638968772
0hvu14mu;31;8;0hvu14mu31;8-bestpricechatlab-112;#N/A;Seller;thank you for this information. I think its great that you compare different sellers.;1638968772
0hvu14mu;2;8;0hvu14mu2;8-bestpricechatlab-100;#N/A;Buyer;or beer instead of coffee if you like ;1638968773
0hvu14mu;32;8;0hvu14mu32;8-bestpricechatlab-116;#N/A;Buyer;620 is way to much;1638968773
0hvu14mu;16;8;0hvu14mu16;8-bestpricechatlab-113;#N/A;Buyer;500 is all I can currently afford;1638968774
0hvu14mu;15;8;0hvu14mu15;8-bestpricechatlab-108;#N/A;Buyer;if we can't agree on this, then it's pity we won't get anything;1638968777
0hvu14mu;7;8;0hvu14mu7;8-bestpricechatlab-101;#N/A;Seller;I really did all I could ;1638968777
0hvu14mu;13;8;0hvu14mu13;8-bestpricechatlab-102;#N/A;Buyer;i can only afford to add 50 to it;1638968778
0hvu14mu;27;8;0hvu14mu27;8-bestpricechatlab-114;#N/A;Seller;Is it possible for you to agree on 475-500;1638968779
0hvu14mu;13;8;0hvu14mu13;8-bestpricechatlab-102;#N/A;Buyer;its my max;1638968781
0hvu14mu;34;8;0hvu14mu34;8-bestpricechatlab-117;#N/A;Seller;Let's make it 525 ;1638968782
0hvu14mu;15;8;0hvu14mu15;8-bestpricechatlab-108;#N/A;Buyer;I say 475 then;1638968786
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;If we agree to 600 we are both winners ;1638968787
0hvu14mu;34;8;0hvu14mu34;8-bestpricechatlab-117;#N/A;Seller;that is a good deal;1638968788
0hvu14mu;32;8;0hvu14mu32;8-bestpricechatlab-116;#N/A;Buyer;what about 350?;1638968791
0hvu14mu;1;8;0hvu14mu1;8-bestpricechatlab-106;#N/A;Buyer;I have saved 500��� for the phone till now;1638968791
0hvu14mu;23;8;0hvu14mu23;8-bestpricechatlab-110;#N/A;Seller;now its just lying here collecting dust;1638968792
0hvu14mu;21;8;0hvu14mu21;8-bestpricechatlab-110;#N/A;Buyer;What was the price you payed for it?;1638968794
0hvu14mu;8;8;0hvu14mu8;8-bestpricechatlab-105;#N/A;Buyer;I can assume that its an old model, so no one really has an interest in it anymore;1638968796
0hvu14mu;15;8;0hvu14mu15;8-bestpricechatlab-108;#N/A;Buyer;500;1638968796
0hvu14mu;31;8;0hvu14mu31;8-bestpricechatlab-112;#N/A;Seller;My smartphone is in a very good shape and you get lots of additional equipment as well. Therefore I can not give it away for 400 ���;1638968797
0hvu14mu;35;8;0hvu14mu35;8-bestpricechatlab-116;#N/A;Seller;Smartphone is in perfect condition the price is valid;1638968799
0hvu14mu;22;8;0hvu14mu22;8-bestpricechatlab-102;#N/A;Seller;450? 500 would be fine for me;1638968799
0hvu14mu;23;8;0hvu14mu23;8-bestpricechatlab-110;#N/A;Seller;to good for that <(;1638968799
0hvu14mu;5;8;0hvu14mu5;8-bestpricechatlab-101;#N/A;Buyer;if I buy something else together from you, can I get the phone for 500?;1638968803
0hvu14mu;37;8;0hvu14mu37;8-bestpricechatlab-115;#N/A;Seller;If you think it is too much I can take off 10 EUR;1638968805
0hvu14mu;4;8;0hvu14mu4;8-bestpricechatlab-111;#N/A;Buyer;How about 530���? so that its fair;1638968805
0hvu14mu;6;8;0hvu14mu6;8-bestpricechatlab-100;#N/A;Seller;there are plenty of phones under this price. you can buy them but not as good as this one, sorry;1638968805
0hvu14mu;19;8;0hvu14mu19;8-bestpricechatlab-114;#N/A;Buyer;If the phone is as new as you say than I'd agree to 475 Euros. But not more;1638968810
0hvu14mu;14;8;0hvu14mu14;8-bestpricechatlab-117;#N/A;Buyer;I only have 600 euros in my account and I need to buy something for 100 euros;1638968812
0hvu14mu;13;8;0hvu14mu13;8-bestpricechatlab-102;#N/A;Buyer;its still too much i dont have that extra 50;1638968814
0hvu14mu;28;8;0hvu14mu28;8-bestpricechatlab-104;#N/A;Seller;I would also give them with the Phone Case and Tempered Glass which I Purchased as extra, so I think 600 if a fair price ;1638968814
0hvu14mu;5;8;0hvu14mu5;8-bestpricechatlab-101;#N/A;Buyer;I will get the laptop as well ;1638968815
0hvu14mu;32;8;0hvu14mu32;8-bestpricechatlab-116;#N/A;Buyer;350?;1638968818
0hvu14mu;33;8;0hvu14mu33;8-bestpricechatlab-108;#N/A;Seller;"Sorry. Thats 100 Euro minus in my budget for christmas ;)";1638968819
0hvu14mu;14;8;0hvu14mu14;8-bestpricechatlab-117;#N/A;Buyer;I can afford maximum 500;1638968820
